"DATASET","SERIES_CODE","OBS_MEASURE","COUNTRY","INDICATOR","FREQUENCY","SCALE","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024"
"IMF.RES:WEO(6.0.0)","IDN.GGXWDG_NGDP.A","OBS_VALUE","Indonesia","Gross debt, General government, Percent of GDP","Annual","Units","24.645","27.013","27.955","29.396","30.423","30.563","39.747","41.14","40.141","39.601","40.189"
"IMF.RES:WEO(6.0.0)","KAZ.GGXWDG_NGDP.A","OBS_VALUE","Kazakhstan, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","14.496","21.882","19.677","19.869","20.259","19.944","26.357","25.1","23.524","22.982","24.804"
"IMF.RES:WEO(6.0.0)","KAZ.GGXWDN_NGDP.A","OBS_VALUE","Kazakhstan, Republic of","Net debt, General government, Percent of GDP","Annual","Units","-19.14","-30.754","-23.759","-15.671","-14.931","-13.909","-8.624","-3.347","-1.238","0.185","2.328"
"IMF.RES:WEO(6.0.0)","JOR.LUR.A","OBS_VALUE","Jordan","Unemployment rate","Annual","Units","11.875","13.075","15.275","18.3","18.6","19.075","22.7","24.075","22.85","21.975",""
"IMF.RES:WEO(6.0.0)","KAZ.LUR.A","OBS_VALUE","Kazakhstan, Republic of","Unemployment rate","Annual","Units","5.075","4.975","4.975","4.9","4.85","4.8","4.925","4.9","4.875","4.725","4.674"
"IMF.RES:WEO(6.0.0)","KIR.GGXWDN_NGDP.A","OBS_VALUE","Kiribati","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","G505.D_NGDPD.A","OBS_VALUE","Emerging and Developing Asia","External debt, Percent of GDP","Annual","Units","21.101","18.34","17.961","18.219","18.801","18.691","19.466","18.958","18.005","17.593","17.424"
"IMF.RES:WEO(6.0.0)","JAM.GGXWDN_NGDP.A","OBS_VALUE","Jamaica","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","JAM.LUR.A","OBS_VALUE","Jamaica","Unemployment rate","Annual","Units","13.75","13.5","13.2","11.65","9.125","7.7","10.2","8.375","6.267","4.4","4.175"
"IMF.RES:WEO(6.0.0)","KAZ.NGDP_RPCH.A","OBS_VALUE","Kazakhstan, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.3","1.0","0.9","3.9","4.1","4.5","-2.6","4.1","3.2","5.1","4.756"
"IMF.RES:WEO(6.0.0)","JOR.GGXWDN_NGDP.A","OBS_VALUE","Jordan","Net debt, General government, Percent of GDP","Annual","Units","72.344","75.809","74.352","73.256","73.2","77.286","87.208","97.531","97.212","96.326","95.292"
"IMF.RES:WEO(6.0.0)","IRL.LUR.A","OBS_VALUE","Ireland","Unemployment rate","Annual","Units","11.892","9.925","8.375","6.758","5.808","4.992","5.842","6.258","4.467","4.308","4.3"
"IMF.RES:WEO(6.0.0)","LTU.LP.A","OBS_VALUE","Lithuania, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.932","2.905","2.868","2.828","2.802","2.794","2.795","2.801","2.824","2.883","2.892"
"IMF.RES:WEO(6.0.0)","IRL.GGXWDG_NGDP.A","OBS_VALUE","Ireland","Gross debt, General government, Percent of GDP","Annual","Units","101.276","73.962","72.64","65.234","61.472","55.924","57.007","52.564","43.149","43.283","41.113"
"IMF.RES:WEO(6.0.0)","ISR.GGXWDG_NGDP.A","OBS_VALUE","Israel","Gross debt, General government, Percent of GDP","Annual","Units","64.724","63.03","61.565","59.642","59.948","59.092","71.106","67.8","60.47","61.614","67.878"
"IMF.RES:WEO(6.0.0)","JOR.GGXWDG_NGDP.A","OBS_VALUE","Jordan","Gross debt, General government, Percent of GDP","Annual","Units","75.013","78.423","77.432","75.657","74.302","78.015","87.95","98.232","97.879","96.961","95.9"
"IMF.RES:WEO(6.0.0)","KGZ.NGDP_RPCH.A","OBS_VALUE","Kyrgyz Republic","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","4.024","3.876","4.336","4.74","3.459","4.601","-7.149","5.507","8.968","9.013","9.04"
"IMF.RES:WEO(6.0.0)","KOR.GGXWDN_NGDP.A","OBS_VALUE","Korea, Republic of","Net debt, General government, Percent of GDP","Annual","Units","-2.626","-1.109","-0.715","-0.682","-2.491","-1.531","2.164","2.651","6.179","7.396","7.811"
"IMF.RES:WEO(6.0.0)","KOR.GGXWDG_NGDP.A","OBS_VALUE","Korea, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","37.876","38.843","39.144","38.011","37.854","39.73","45.915","47.988","49.798","50.697","52.488"
"IMF.RES:WEO(6.0.0)","KOS.LP.A","OBS_VALUE","Kosovo, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","1.753","1.736","1.719","1.703","1.686","1.67","1.653","1.637","1.62","1.604","1.587"
"IMF.RES:WEO(6.0.0)","KWT.LP.A","OBS_VALUE","Kuwait","Population, Persons for countries / Index for country groups","Annual","Millions","3.744","3.925","4.083","4.227","4.42","4.465","4.336","4.217","4.794","4.913","5.012"
"IMF.RES:WEO(6.0.0)","KOS.NGDP_RPCH.A","OBS_VALUE","Kosovo, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","3.349","5.916","5.572","4.825","3.406","4.757","-5.341","10.746","4.278","4.069","4.409"
"IMF.RES:WEO(6.0.0)","KOS.LUR.A","OBS_VALUE","Kosovo, Republic of","Unemployment rate","Annual","Units","35.3","32.9","27.525","30.475","29.5","25.65","25.95","20.75","12.575","10.875",""
"IMF.RES:WEO(6.0.0)","KWT.GGXWDN_NGDP.A","OBS_VALUE","Kuwait","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KWT.GGXWDG_NGDP.A","OBS_VALUE","Kuwait","Gross debt, General government, Percent of GDP","Annual","Units","3.429","4.604","9.884","19.619","14.262","10.517","10.23","7.192","2.944","3.166","3.036"
"IMF.RES:WEO(6.0.0)","KWT.LUR.A","OBS_VALUE","Kuwait","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","KEN.GGXWDG_NGDP.A","OBS_VALUE","Kenya","Gross debt, General government, Percent of GDP","Annual","Units","41.281","45.832","50.399","53.866","56.449","59.085","67.965","68.232","67.8","73.04","65.59"
"IMF.RES:WEO(6.0.0)","KOS.GGXWDG_NGDP.A","OBS_VALUE","Kosovo, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","11.19","13.424","14.472","16.379","17.137","17.669","22.487","21.581","20.041","17.518","16.911"
"IMF.RES:WEO(6.0.0)","G505.GGXWDG_NGDP.A","OBS_VALUE","Emerging and Developing Asia","Gross debt, General government, Percent of GDP","Annual","Units","42.629","44.086","50.433","53.65","54.947","58.182","68.058","68.912","72.322","76.89","81.376"
"IMF.RES:WEO(6.0.0)","KEN.GGXWDN_NGDP.A","OBS_VALUE","Kenya","Net debt, General government, Percent of GDP","Annual","Units","34.838","39.706","45.487","49.729","51.823","53.959","63.852","64.397","64.312","69.967","62.389"
"IMF.RES:WEO(6.0.0)","KAZ.LP.A","OBS_VALUE","Kazakhstan, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","17.288","17.543","17.794","18.038","18.276","18.514","18.756","19.001","19.635","19.9","20.129"
"IMF.RES:WEO(6.0.0)","KIR.GGXWDG_NGDP.A","OBS_VALUE","Kiribati","Gross debt, General government, Percent of GDP","Annual","Units","8.975","18.795","21.231","20.159","18.983","18.959","20.978","17.347","16.316","11.416","9.916"
"IMF.RES:WEO(6.0.0)","LAO.GGXWDG_NGDP.A","OBS_VALUE","Lao People's Democratic Republic","Gross debt, General government, Percent of GDP","Annual","Units","53.534","53.052","54.474","57.198","60.588","69.129","75.972","92.858","130.728","115.601","96.446"
"IMF.RES:WEO(6.0.0)","LVA.LP.A","OBS_VALUE","Latvia, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.001","1.986","1.969","1.95","1.934","1.92","1.908","1.893","1.876","1.883","1.872"
"IMF.RES:WEO(6.0.0)","KGZ.LUR.A","OBS_VALUE","Kyrgyz Republic","Unemployment rate","Annual","Units","8.046","7.554","7.211","6.891","6.011","5.09","4.904","5.463","5.648","3.983","3.983"
"IMF.RES:WEO(6.0.0)","LAO.LUR.A","OBS_VALUE","Lao People's Democratic Republic","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LVA.NGDP_RPCH.A","OBS_VALUE","Latvia, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.095","3.783","2.552","3.399","4.31","0.675","-3.469","6.943","1.807","2.854","-0.442"
"IMF.RES:WEO(6.0.0)","LVA.GGXWDG_NGDP.A","OBS_VALUE","Latvia, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","43.079","38.279","41.734","40.33","38.304","37.911","44.037","45.874","44.429","44.647","47.363"
"IMF.RES:WEO(6.0.0)","LVA.LUR.A","OBS_VALUE","Latvia, Republic of","Unemployment rate","Annual","Units","10.847","9.875","9.642","8.715","7.415","6.311","8.099","7.557","6.851","6.506","6.927"
"IMF.RES:WEO(6.0.0)","LVA.GGXWDN_NGDP.A","OBS_VALUE","Latvia, Republic of","Net debt, General government, Percent of GDP","Annual","Units","31.328","32.384","32.225","31.531","29.66","29.141","34.1","34.907","34.69","35.343","38.253"
"IMF.RES:WEO(6.0.0)","KGZ.LP.A","OBS_VALUE","Kyrgyz Republic","Population, Persons for countries / Index for country groups","Annual","Millions","5.777","5.895","6.019","6.14","6.257","6.389","6.517","6.654","6.795","6.931","7.077"
"IMF.RES:WEO(6.0.0)","LTU.GGXWDN_NGDP.A","OBS_VALUE","Lithuania, Republic of","Net debt, General government, Percent of GDP","Annual","Units","32.689","35.352","34.025","33.875","28.317","30.898","41.295","39.222","34.639","34.211","35.279"
"IMF.RES:WEO(6.0.0)","LTU.GGXWDG_NGDP.A","OBS_VALUE","Lithuania, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","40.713","42.57","39.973","39.336","33.341","35.586","45.889","43.297","38.063","37.34","38.223"
"IMF.RES:WEO(6.0.0)","NGA.LUR.A","OBS_VALUE","Nigeria","Unemployment rate","Annual","Units","7.841","9.0","13.375","17.462","22.562","","","","","",""
"IMF.RES:WEO(6.0.0)","LBY.LUR.A","OBS_VALUE","Libya","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LBN.GGXWDN_NGDP.A","OBS_VALUE","Lebanon","Net debt, General government, Percent of GDP","Annual","Units","130.019","134.406","140.687","144.393","150.776","166.9","146.101","357.23","242.82","187.779","158.264"
"IMF.RES:WEO(6.0.0)","LTU.LUR.A","OBS_VALUE","Lithuania, Republic of","Unemployment rate","Annual","Units","10.699","9.119","7.861","7.073","6.146","6.254","8.488","7.113","5.95","6.875","7.133"
"IMF.RES:WEO(6.0.0)","LSO.LUR.A","OBS_VALUE","Lesotho, Kingdom of","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","LSO.GGXWDG_NGDP.A","OBS_VALUE","Lesotho, Kingdom of","Gross debt, General government, Percent of GDP","Annual","Units","41.507","45.812","41.45","40.992","48.191","58.219","54.69","57.959","64.552","61.511","59.752"
"IMF.RES:WEO(6.0.0)","LBR.GGXWDN_NGDP.A","OBS_VALUE","Liberia","Net debt, General government, Percent of GDP","Annual","Units","23.874","24.771","28.608","31.839","37.13","48.55","58.67","53.28","54.308","58.808","56.04"
"IMF.RES:WEO(6.0.0)","LBN.GGXWDG_NGDP.A","OBS_VALUE","Lebanon","Gross debt, General government, Percent of GDP","Annual","Units","138.401","140.841","146.403","149.979","155.081","172.1","148.709","360.851","246.473","192.083","164.127"
"IMF.RES:WEO(6.0.0)","LBR.NGDP_RPCH.A","OBS_VALUE","Liberia","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","0.695","0.007","-1.63","2.469","1.242","-2.516","-2.967","5.011","4.811","4.587","4.819"
"IMF.RES:WEO(6.0.0)","LSO.GGXWDN_NGDP.A","OBS_VALUE","Lesotho, Kingdom of","Net debt, General government, Percent of GDP","Annual","Units","-4.262","1.13","6.819","10.422","16.903","21.41","20.622","21.696","32.047","24.8","16.55"
"IMF.RES:WEO(6.0.0)","LBN.LUR.A","OBS_VALUE","Lebanon","Unemployment rate","Annual","Units","8.833","9.306","9.786","10.251","10.745","11.301","13.284","12.669","11.6","11.543",""
"IMF.RES:WEO(6.0.0)","LBN.NGDP_RPCH.A","OBS_VALUE","Lebanon","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","2.466","0.453","1.563","0.913","-1.853","-6.801","-24.597","2.016","1.0","-0.7","-7.5"
"IMF.RES:WEO(6.0.0)","MDG.GGXWDN_NGDP.A","OBS_VALUE","Madagascar, Republic of","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MDV.GGXWDG_NGDP.A","OBS_VALUE","Maldives","Gross debt, General government, Percent of GDP","Annual","Units","55.065","54.844","61.88","63.752","70.653","77.203","155.665","123.372","111.623","122.953","133.951"
"IMF.RES:WEO(6.0.0)","MLT.LUR.A","OBS_VALUE","Malta","Unemployment rate","Annual","Units","5.733","5.392","4.7","4.008","3.958","4.083","4.85","3.767","3.475","3.483","3.117"
"IMF.RES:WEO(6.0.0)","MDV.GGXWDN_NGDP.A","OBS_VALUE","Maldives","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MYS.GGXWDN_NGDP.A","OBS_VALUE","Malaysia","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","G505.GGXWDN_NGDP.A","OBS_VALUE","Emerging and Developing Asia","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MYS.GGXWDG_NGDP.A","OBS_VALUE","Malaysia","Gross debt, General government, Percent of GDP","Annual","Units","55.373","56.971","55.787","54.395","55.646","57.083","67.693","69.162","65.5","69.749","70.391"
"IMF.RES:WEO(6.0.0)","LUX.GGXWDG_NGDP.A","OBS_VALUE","Luxembourg","Gross debt, General government, Percent of GDP","Annual","Units","21.863","21.133","19.598","21.802","20.87","22.339","24.533","24.185","24.902","25.024","25.981"
"IMF.RES:WEO(6.0.0)","TZA.LUR.A","OBS_VALUE","Tanzania, United Republic of","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MYS.LUR.A","OBS_VALUE","Malaysia","Unemployment rate","Annual","Units","2.875","3.15","3.45","3.425","3.325","3.275","4.525","4.6","3.9","3.2","3.2"
"IMF.RES:WEO(6.0.0)","MNG.GGXWDG_NGDP.A","OBS_VALUE","Mongolia","Gross debt, General government, Percent of GDP","Annual","Units","43.963","50.547","78.678","86.898","76.539","66.837","83.392","67.728","64.489","45.873","44.363"
"IMF.RES:WEO(6.0.0)","FSM.LP.A","OBS_VALUE","Micronesia, Federated States of","Population, Persons for countries / Index for country groups","Annual","Millions","0.103","0.103","0.102","0.101","0.1","0.098","0.097","0.096","0.095","0.095","0.095"
"IMF.RES:WEO(6.0.0)","MEX.GGXWDG_NGDP.A","OBS_VALUE","Mexico","Gross debt, General government, Percent of GDP","Annual","Units","47.093","50.973","55.003","52.521","52.202","51.869","58.456","56.695","53.82","52.771","58.425"
"IMF.RES:WEO(6.0.0)","MDA.LP.A","OBS_VALUE","Moldova, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","2.869","2.845","2.824","2.78","2.73","2.685","2.644","2.627","2.565","2.492","2.423"
"IMF.RES:WEO(6.0.0)","MLT.GGXWDG_NGDP.A","OBS_VALUE","Malta","Gross debt, General government, Percent of GDP","Annual","Units","60.745","55.048","53.149","45.558","41.443","39.249","48.596","49.602","49.315","47.661","48.584"
"IMF.RES:WEO(6.0.0)","MLT.GGXWDN_NGDP.A","OBS_VALUE","Malta","Net debt, General government, Percent of GDP","Annual","Units","51.377","46.789","40.623","33.467","30.918","28.213","38.649","39.907","39.98","37.762","38.31"
"IMF.RES:WEO(6.0.0)","MRT.GGXWDN_NGDP.A","OBS_VALUE","Mauritania, Islamic Republic of","Net debt, General government, Percent of GDP","Annual","Units","48.089","58.592","56.723","54.576","56.885","56.613","55.46","50.899","46.658","44.493","42.027"
"IMF.RES:WEO(6.0.0)","MHL.LP.A","OBS_VALUE","Marshall Islands, Republic of the","Population, Persons for countries / Index for country groups","Annual","Millions","0.051","0.05","0.049","0.047","0.045","0.044","0.044","0.042","0.041","0.04","0.038"
"IMF.RES:WEO(6.0.0)","MHL.GGXWDG_NGDP.A","OBS_VALUE","Marshall Islands, Republic of the","Gross debt, General government, Percent of GDP","Annual","Units","34.943","33.875","29.214","26.532","24.687","25.127","21.669","20.056","19.808","18.669","16.679"
"IMF.RES:WEO(6.0.0)","MLI.GGXWDN_NGDP.A","OBS_VALUE","Mali","Net debt, General government, Percent of GDP","Annual","Units","19.658","23.149","31.187","33.34","34.089","36.188","40.353","44.442","46.404","49.04","48.111"
"IMF.RES:WEO(6.0.0)","MUS.GGXWDN_NGDP.A","OBS_VALUE","Mauritius","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MRT.LP.A","OBS_VALUE","Mauritania, Islamic Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","3.621","3.706","3.794","3.881","3.97","4.058","4.147","4.24","4.334","4.43","4.529"
"IMF.RES:WEO(6.0.0)","NRU.LP.A","OBS_VALUE","Nauru, Republic of","Population, Persons for countries / Index for country groups","Annual","Millions","0.011","0.012","0.012","0.013","0.012","0.012","0.012","0.012","0.013","0.013","0.013"
"IMF.RES:WEO(6.0.0)","MNE.LP.A","OBS_VALUE","Montenegro","Population, Persons for countries / Index for country groups","Annual","Millions","","","","","","","","","","0.633","0.634"
"IMF.RES:WEO(6.0.0)","MMR.GGXWDN_NGDP.A","OBS_VALUE","Myanmar","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","NRU.GGXWDG_NGDP.A","OBS_VALUE","Nauru, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","112.522","82.201","61.223","77.972","71.056","59.57","56.269","20.521","22.379","20.466","17.585"
"IMF.RES:WEO(6.0.0)","NER.GGXWDG_NGDP.A","OBS_VALUE","Niger","Gross debt, General government, Percent of GDP","Annual","Units","22.086","29.87","32.827","36.507","37.01","39.787","44.971","51.338","50.599","51.888","47.168"
"IMF.RES:WEO(6.0.0)","FSM.GGXWDG_NGDP.A","OBS_VALUE","Micronesia, Federated States of","Gross debt, General government, Percent of GDP","Annual","Units","28.37","25.969","24.573","23.923","21.041","19.744","21.48","16.956","15.074","12.863","10.924"
"IMF.RES:WEO(6.0.0)","MAR.LUR.A","OBS_VALUE","Morocco","Unemployment rate","Annual","Units","9.9","9.7","9.4","10.2","9.5","9.2","11.9","12.3","11.8","13.0","13.3"
"IMF.RES:WEO(6.0.0)","MDA.LUR.A","OBS_VALUE","Moldova, Republic of","Unemployment rate","Annual","Units","3.9","5.025","4.225","4.125","3.05","5.119","3.825","3.251","3.109","4.593","3.955"
"IMF.RES:WEO(6.0.0)","MDA.GGXWDG_NGDP.A","OBS_VALUE","Moldova, Republic of","Gross debt, General government, Percent of GDP","Annual","Units","35.363","42.096","39.678","34.86","31.8","28.792","36.633","33.639","35.038","34.943","38.132"
"IMF.RES:WEO(6.0.0)","MNE.GGXWDG_NGDP.A","OBS_VALUE","Montenegro","Gross debt, General government, Percent of GDP","Annual","Units","63.36","68.76","66.39","66.207","71.885","78.793","107.348","85.627","70.552","60.468","62.642"
"IMF.RES:WEO(6.0.0)","MNE.LUR.A","OBS_VALUE","Montenegro","Unemployment rate","Annual","Units","","","","","","","","","","",""
"IMF.RES:WEO(6.0.0)","MNG.LP.A","OBS_VALUE","Mongolia","Population, Persons for countries / Index for country groups","Annual","Millions","2.996","3.058","3.12","3.178","3.238","3.297","3.358","3.41","3.458","3.505","3.545"
"IMF.RES:WEO(6.0.0)","MDA.NGDP_RPCH.A","OBS_VALUE","Moldova, Republic of","Gross domestic product (GDP), Constant prices, Percent change","Annual","Units","5.0","-0.7","4.6","4.2","4.1","3.6","-8.3","13.9","-4.6","1.2","0.5"
"IMF.RES:WEO(6.0.0)","MOZ.GGXWDN_NGDP.A","OBS_VALUE","Mozambique, Republic of","Net debt, General government, Percent of GDP","Annual","Units","","","","","","","","","","",""
